Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DDBI,Legg Mason Developed EX-US Diversified Core ETF,29.6687,$11.87M,,,,https://www.nasdaq.com/symbol/ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,29.7699,,,,,https://www.nasdaq.com/symbol/edbi
INFR,Legg Mason Global Infrastructure ETF,27.8,,,,,https://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,31.0599,$630.51M,,,,https://www.nasdaq.com/symbol/lvhd
SQLV,Legg Mason Small-Cap Quality Value ETF,30.35,,,,,https://www.nasdaq.com/symbol/sqlv
UDBI,Legg Mason US Diversified Core ETF,33.76,$3.51M,,,,https://www.nasdaq.com/symbol/udbi
LMAT,"LeMaitre Vascular, Inc.",34.51,$671.63M,2006.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",226.05,$2.9B,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree
LXRX,"Lexicon Pharmaceuticals, Inc.",11.0,$1.16B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx
LGIH,"LGI Homes, Inc.",50.47,$1.14B,2013.0,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,100.8,$3.16B,2005.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,1.7919999999999998,$31.55M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,83.61,$15.16B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,83.67,$15.17B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk
LEXEA,"Liberty Expedia Holdings, Inc.",47.12,$2.7B,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea
LEXEB,"Liberty Expedia Holdings, Inc.",48.05,$2.75B,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb
LBTYA,Liberty Global plc,28.36,$21.83B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,29.1,$22.4B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,27.69,$21.31B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk
LILA,Liberty Latin America Ltd.,21.77,$3.73B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila
LILAK,Liberty Latin America Ltd.,21.48,$3.68B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak
BATRA,Liberty Media Corporation,26.24,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,26.22,$1.34B,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk
FWONA,Liberty Media Corporation,34.95,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,36.61,$8.45B,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk
LSXMA,Liberty Media Corporation,41.81,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,47.1044,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,42.01,$13.88B,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk
LTRPA,"Liberty TripAdvisor Holdings, Inc.",14.9,$1.12B,,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",14.4,$1.08B,,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
LPNT,"LifePoint Health, Inc.",64.5,$2.5B,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/lpnt
LCUT,"Lifetime Brands, Inc.",10.85,$225.04M,1991.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,11.66,$164.27M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",2.99,$47.48M,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,268.34,$5.66B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,0.981,$28.92M,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",2.01,$51.8M,1996.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",5.05,$324.45M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex
LMB,"Limbach Holdings, Inc.",10.84,$82.28M,,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",5.09,$573.35M,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw
LMNR,Limoneira Co,26.86,$474.6M,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,2.27,$55.94M,2005.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",96.14,$6.27B,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,14.66,$671.23M,2013.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc. ,4.0,,2013.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw
LPCN,Lipocine Inc.,1.49,$31.68M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn
LQDT,"Liquidity Services, Inc.",6.0,$192.74M,2006.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",203.62,$5.11B,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,124.8,$6.06B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",27.65,$1.11B,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,9.86,$19.33M,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",25.75,$1.61B,2000.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn
LKQ,LKQ Corporation,31.72,$10.09B,,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",0.494,$3.11M,2015.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.0211,,2015.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
LOGI,Logitech International S.A.,45.08,$7.46B,1997.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",86.75,$4.5B,2009.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,24.85,$55.91M,,,,https://www.nasdaq.com/symbol/cncr
LONE,Lonestar Resources US Inc.,8.53,$210.15M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
LORL,"Loral Space and Communications, Inc.",43.85,$1.36B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LOXO,"Loxo Oncology, Inc.",163.1,$4.97B,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/loxo
LPLA,LPL Financial Holdings Inc.,65.09,$5.73B,2010.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,3.02,$99.47M,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,4.67,$119.75M,1985.0,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,157.34,$20.83B,2007.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,62.15,$3.94B,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,29.59,$1.32B,2000.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx
LUNA,Luna Innovations Incorporated,3.22,$89.94M,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna
MBTF,M B T Financial Corp,11.3,$259.72M,,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf
MCBC,Macatawa Bank Corporation,11.79,$401.03M,,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,16.3,$174.62M,,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",20.96,$1.37B,2012.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
MGNX,"MacroGenics, Inc.",21.98,$928.38M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",227.14,$3.49B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,5.65,$130.19M,1993.0,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",72.55,$1.78B,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln
MGIC,Magic Software Enterprises Ltd.,9.05,$441.26M,1991.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic
CALL,magicJack VocalTec Ltd,8.45,$136.94M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/call
MNGA,MagneGas Corporation,0.1539,$6.14M,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mnga
MGYR,"Magyar Bancorp, Inc.",12.3764,$72.04M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",3.025,$251.51M,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
MMYT,MakeMyTrip Limited,27.45,$2.8B,2010.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",52.61,$1.09B,2014.0,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",24.7,$162.41M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",7.7324,$97.37M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
TUSK,"Mammoth Energy Services, Inc.",29.26,$1.31B,2016.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk
MANH,"Manhattan Associates, Inc.",56.36,$3.71B,1998.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",6.15,$58.71M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",10.22,$200.38M,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",19.7,$47.33M,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,1.92,$293.74M,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,62.18,$2.46B,2002.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",0.7556,$18.18M,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",2.89,$120.75M,2004.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
MRIN,Marin Software Incorporated,3.25,$18.8M,,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MARPS,Marine Petroleum Trust,4.0698,$8.14M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",8.99,$364.32M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns
MKTX,"MarketAxess Holdings, Inc.",184.18,$6.92B,2004.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,28.75,$357.62M,2003.0,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
MAR,Marriott International,130.24,$45.19B,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",1.92,$212.33M,2013.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",21.1,$1.15B,1986.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,10.9,$425.67M,2002.0,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,18.88,$12.43B,2000.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,123.82,$6.46B,2007.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MTCH,"Match Group, Inc.",55.85,$15.46B,2015.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,13.75,$650.72M,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MPAC,Matlin & Partners Acquisition Corporation,10.05,$93.68M,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/mpac
MPACU,Matlin & Partners Acquisition Corporation,10.75,,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/mpacu
MPACW,Matlin & Partners Acquisition Corporation,0.79,,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/mpacw
MTRX,Matrix Service Company,24.55,$663.08M,1990.0,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",16.0,$5.51B,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,49.8,$1.6B,1994.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",59.73,$16.61B,1988.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",3.52,$134.31M,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl
MZOR,Mazor Robotics Ltd.,58.22,$1.54B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,47.32,$3.98B,,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfi
MCFT,"MCBC Holdings, Inc.",37.2,$696.62M,2015.0,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MGRC,McGrath RentCorp,55.58,$1.34B,1984.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,4.5,$224.71M,,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MFIN,Medallion Financial Corp.,6.73,$164.47M,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.98,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MTBC,"Medical Transcription Billing, Corp.",4.77,$56.51M,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",27.52,$25.57M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MNOV,"MediciNova, Inc.",11.85,$496.27M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",73.32,$4.48B,2009.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,3.55,$13.48M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDWD,MediWound Ltd.,6.45,$175.3M,2014.0,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",57.94,$2.06B,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",4.39,$312.07M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MLCO,Melco Resorts & Entertainment Limited,21.22,$10.39B,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLNT,"Melinta Therapeutics, Inc.",4.45,$249.25M,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",76.9,$4.07B,2007.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",19.9012,$51.72M,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
MTSL,MER Telemanagement Solutions Ltd.,1.5,$4.94M,1997.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",331.38,$14.96B,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
MBWM,Mercantile Bank Corporation,34.12,$566.75M,1998.0,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,16.65,$1.09B,,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,26.62,$763.84M,2017.0,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MRCY,Mercury Systems Inc,52.74,$2.55B,1998.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
EBSB,"Meridian Bancorp, Inc.",17.5,$943.77M,,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
VIVO,Meridian Bioscience Inc.,15.2,$644.41M,1986.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
MRBK,Meridian Corporation,18.14,$115.96M,2017.0,,,https://www.nasdaq.com/symbol/mrbk
MMSI,"Merit Medical Systems, Inc.",61.2,$3.35B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",5.26,$70.18M,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",11.38,$263.49M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,19.0,$430.02M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MLAB,"Mesa Laboratories, Inc.",183.4,$706.23M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,6.88,$659.3M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",82.95,$1.08B,1993.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
MEOH,Methanex Corporation,78.6,$6.21B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,64.15,$2.22B,,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",77.95,$1.31B,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,7.45,$1.45M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,82.3,$19.39B,1993.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",45.16,$52.38B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MSFT,Microsoft Corporation,114.67,$879.31B,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,147.38,$1.69B,1998.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",1.18,$109.83M,1996.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MICT,"MICT, Inc.",1.22,$11.4M,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MPB,Mid Penn Bancorp,29.45,$248.88M,,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MTP,Midatech Pharma PLC,0.7875,$24.09M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MCEP,"Mid-Con Energy Partners, LP",1.54,$46.87M,2011.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MBCN,Middlefield Banc Corp.,47.75,$154.42M,,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,48.64,$797.32M,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
MSBI,"Midland States Bancorp, Inc.",32.93,$779.63M,2016.0,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MOFG,"MidWestOne Financial Group, Inc.",34.0,$415.52M,,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MIME,Mimecast Limited,42.15,$2.52B,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MDXG,"MiMedx Group, Inc",6.0,$666.21M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdxg
MNDO,MIND C.T.I. Ltd.,2.39,$46.14M,,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MB,"MINDBODY, Inc.",42.5,$2.03B,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/mb
NERV,"Minerva Neurosciences, Inc",12.3,$476.92M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",5.64,$171.14M,2014.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",59.5,$1.93B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
